Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,133333.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,166666.000000,A
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,73333.000000,A
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,80000.000000,A
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,93333.000000,A
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,93333.000000,A
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,93333.000000,A
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,100000.000000,A
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,100000.000000,A
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,100000.000000,A
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,133333.000000,A
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,133333.000000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,120000.000000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,169230.000000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,133333.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,166666.000000,A
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,1264.300000,A
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,1427.300000,A
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,1814.800000,A
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,1634.100000,A
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,1589.100000,A
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,1656.500000,A
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,1421.900000,A
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,1312.800000,A
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,1697.100000,A
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,1693.100000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,1664.300000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,2446.400000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,1723.700000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,2103.500000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,12.670000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,14.040000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,22.800000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.880000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,29.020000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,29.020000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,29.020000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,31.100000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,31.100000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,31.100000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,41.460000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,41.460000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,35.560000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,41.150000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,36.320000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,37.320000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,50.920000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,52.620000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,41.460000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,51.830000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,74.330000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,82.700000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,82.450000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,94.230000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,103.180000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,102.580000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,118.050000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,125.280000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,140.170000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,152.640000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,166.220000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,1095,'21121b,"Meat of chickens, fresh or chilled (biological)",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,179.790000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,128651.000000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,139705.000000,A
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,157866.000000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,190500.000000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,267090.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,245600.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,305000.000000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,305000.000000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,305000.000000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,400000.000000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,412000.000000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,411170.200000,A
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,128651.000000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,139705.000000,A
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,157866.000000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,190500.000000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,267090.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,245600.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,305000.000000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,305000.000000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,305000.000000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,400000.000000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,412000.000000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,411170.200000,A
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,1702.800000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,1937.600000,A
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,2345.100000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,2753.900000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,3452.900000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,3099.700000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,3434.300000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,3608.200000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,3541.500000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,4549.500000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,4196.400000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,4050.800000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,12.440000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,14.490000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,23.220000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,25.420000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,24.830000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,31.310000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,33.920000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,36.530000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,36.530000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,39.140000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,40.180000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,41.750000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,44.360000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,46.970000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,31.550000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,34.260000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,38.720000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,46.720000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,65.510000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,60.240000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,74.810000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,74.810000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,74.810000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,98.110000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,101.050000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,100.850000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,111.470000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,104.840000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,127.560000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,138.260000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,149.860000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,1017,'21116,"Meat of goat, fresh or chilled",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,161.460000,I
KEN,1991-01-01,1991-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,15166.000000,A
KEN,1992-01-01,1992-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,20690.000000,A
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,34483.000000,A
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,41379.000000,A
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,60000.000000,A
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,60000.000000,A
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,65000.000000,A
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,70000.000000,A
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,70000.000000,A
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,75000.000000,A
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,77000.000000,A
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,80000.000000,A
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1033,'21116b,"Meat of goat, fresh or chilled (biological)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,85000.000000,A
