Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
KEN,2012-11-01,2012-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2012,2012,7011,November,,85.628568181818196,X
KEN,2012-12-01,2012-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2012,2012,7012,December,,86.009671428571394,X
KEN,2013-01-01,2013-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7021,Annual value,,86.122878898265398,X
KEN,2013-01-01,2013-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7001,January,,86.899613636363597,X
KEN,2013-02-01,2013-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7002,February,,87.445541666666699,X
KEN,2013-03-01,2013-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7003,March,,85.817642105263104,X
KEN,2013-04-01,2013-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7004,April,,84.189044999999993,X
KEN,2013-05-01,2013-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7005,May,,84.146177269999995,X
KEN,2013-06-01,2013-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7006,June,,85.488450000000000,X
KEN,2013-07-01,2013-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7007,July,,86.859480676328502,X
KEN,2013-08-01,2013-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7008,August,,87.492935449735498,X
KEN,2013-09-01,2013-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7009,September,,87.412870370370399,X
KEN,2013-10-01,2013-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7010,October,,85.310378787878804,X
KEN,2013-11-01,2013-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7011,November,,86.103029100529099,X
KEN,2013-12-01,2013-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2013,2013,7012,December,,86.309382716049399,X
KEN,2014-01-01,2014-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7021,Annual value,,87.922163808972698,X
KEN,2014-01-01,2014-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7001,January,,86.214299999999994,X
KEN,2014-02-01,2014-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7002,February,,86.277847222222206,X
KEN,2014-03-01,2014-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7003,March,,86.488743386243399,X
KEN,2014-04-01,2014-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7004,April,,86.716291666666706,X
KEN,2014-05-01,2014-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7005,May,,87.411626984126997,X
KEN,2014-06-01,2014-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7006,June,,87.611577083333302,X
KEN,2014-07-01,2014-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7007,July,,87.769242424242407,X
KEN,2014-08-01,2014-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7008,August,,88.105912698412695,X
KEN,2014-09-01,2014-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7009,September,,88.835909090909098,X
KEN,2014-10-01,2014-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7010,October,,89.227209595959593,X
KEN,2014-11-01,2014-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7011,November,,89.963097222222203,X
KEN,2014-12-01,2014-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2014,2014,7012,December,,90.444208333333293,X
KEN,2015-01-01,2015-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7021,Annual value,,98.178453326527105,X
KEN,2015-01-01,2015-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7001,January,,91.358359788359806,X
KEN,2015-02-01,2015-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7002,February,,91.488583333333295,X
KEN,2015-03-01,2015-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7003,March,,91.727386363636299,X
KEN,2015-04-01,2015-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7004,April,,93.437763888888895,X
KEN,2015-05-01,2015-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7005,May,,96.389378267973896,X
KEN,2015-06-01,2015-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7006,June,,97.704908185496393,X
KEN,2015-07-01,2015-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7007,July,,101.196013800000000,X
KEN,2015-08-01,2015-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7008,August,,102.430707282913000,X
KEN,2015-09-01,2015-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7009,September,,105.274810606061000,X
KEN,2015-10-01,2015-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7010,October,,102.779289215686010,X
KEN,2015-11-01,2015-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7011,November,,102.167599999999990,X
KEN,2015-12-01,2015-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2015,2015,7012,December,,102.186639185977000,X
KEN,2016-01-01,2016-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7021,Annual value,,101.504369498594000,X
KEN,2016-01-01,2016-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7001,January,,102.312772058824000,X
KEN,2016-02-01,2016-02-29,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7002,February,,101.931671335201000,X
KEN,2016-03-01,2016-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7003,March,,101.485392156863000,X
KEN,2016-04-01,2016-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7004,April,,101.228433706816010,X
KEN,2016-05-01,2016-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7005,May,,100.732340491752000,X
KEN,2016-06-01,2016-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7006,June,,101.145000000000000,X
KEN,2016-07-01,2016-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7007,July,,101.331569444444000,X
KEN,2016-08-01,2016-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7008,August,,101.410241545894000,X
KEN,2016-09-01,2016-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7009,September,,101.271190476190000,X
KEN,2016-10-01,2016-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7010,October,,101.323402777778000,X
KEN,2016-11-01,2016-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7011,November,,101.748080808081000,X
KEN,2016-12-01,2016-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2016,2016,7012,December,,102.132339181286990,X
KEN,2017-01-01,2017-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7021,Annual value,,103.410004519014000,X
KEN,2017-01-01,2017-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7001,January,,103.746799999999990,X
KEN,2017-02-01,2017-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7002,February,,103.635400000000000,X
KEN,2017-03-01,2017-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7003,March,,102.852500000000010,X
KEN,2017-04-01,2017-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7004,April,,103.325400000000000,X
KEN,2017-05-01,2017-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7005,May,,103.261799999999990,X
KEN,2017-06-01,2017-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7006,June,,103.490700000000000,X
KEN,2017-07-01,2017-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7007,July,,103.877100000000000,X
KEN,2017-08-01,2017-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7008,August,,103.555700000000000,X
KEN,2017-09-01,2017-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7009,September,,103.120000000000000,X
KEN,2017-10-01,2017-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7010,October,,103.388128654971000,X
KEN,2017-11-01,2017-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7011,November,,103.571216931216990,X
KEN,2017-12-01,2017-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2017,2017,7012,December,,103.095308641975000,X
KEN,2018-01-01,2018-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7021,Annual value,,101.301574049018000,X
KEN,2018-01-01,2018-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7001,January,,102.917992424242000,X
KEN,2018-02-01,2018-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7002,February,,101.400194444444000,X
KEN,2018-03-01,2018-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7003,March,,101.180740740741000,X
KEN,2018-04-01,2018-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7004,April,,100.610984444444000,X
KEN,2018-05-01,2018-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7005,May,,100.662891414141000,X
KEN,2018-06-01,2018-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7006,June,,101.003245614035000,X
KEN,2018-07-01,2018-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7007,July,,100.672146969697000,X
KEN,2018-08-01,2018-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7008,August,,100.612777777778010,X
KEN,2018-09-01,2018-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7009,September,,100.833861111111010,X
KEN,2018-10-01,2018-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7010,October,,101.075631313131000,X
KEN,2018-11-01,2018-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7011,November,,102.356616161616000,X
KEN,2018-12-01,2018-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2018,2018,7012,December,,102.291806172840000,X
KEN,2019-01-01,2019-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7021,Annual value,,101.991298389350010,X
KEN,2019-01-01,2019-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7001,January,,101.584444444444000,X
KEN,2019-02-01,2019-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7002,February,,100.233694444444000,X
KEN,2019-03-01,2019-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7003,March,,100.361667195767000,X
KEN,2019-04-01,2019-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7004,April,,101.065666666667000,X
KEN,2019-05-01,2019-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7005,May,,101.150669191918990,X
KEN,2019-06-01,2019-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7006,June,,101.688857894737000,X
KEN,2019-07-01,2019-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7007,July,,103.157161835748990,X
KEN,2019-08-01,2019-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7008,August,,103.297923280423010,X
KEN,2019-09-01,2019-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7009,September,,103.800185185185000,X
KEN,2019-10-01,2019-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7010,October,,103.666735138500000,X
KEN,2019-11-01,2019-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7011,November,,102.387507282913010,X
KEN,2019-12-01,2019-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2019,2019,7012,December,,101.501068111455000,X
KEN,2020-01-01,2020-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7021,Annual value,,106.450780158517010,X
KEN,2020-01-01,2020-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7001,January,,101.091096256684000,X
KEN,2020-02-01,2020-02-29,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7002,February,,100.794829721362010,X
KEN,2020-03-01,2020-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7003,March,,103.740175668449000,X
KEN,2020-04-01,2020-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7004,April,,106.411730698529000,X
KEN,2020-05-01,2020-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7005,May,,106.675698452012000,X
KEN,2020-06-01,2020-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7006,June,,106.403333613445000,X
KEN,2020-07-01,2020-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7007,July,,107.266643582887990,X
KEN,2020-08-01,2020-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7008,August,,108.138472549019990,X
KEN,2020-09-01,2020-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7009,September,,108.407860962567000,X
KEN,2020-10-01,2020-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7010,October,,108.638179271709010,X
KEN,2020-11-01,2020-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7011,November,,109.247787114846010,X
KEN,2020-12-01,2020-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2020,2020,7012,December,,110.593554010695000,X
KEN,2021-01-01,2021-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7021,Annual value,,109.637746592366990,X
KEN,2021-01-01,2021-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7001,January,,109.830088235294000,X
KEN,2021-02-01,2021-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7002,February,,109.682720588235000,X
KEN,2021-03-01,2021-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7003,March,,109.729718670077010,X
KEN,2021-04-01,2021-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7004,April,,107.945147058824010,X
KEN,2021-05-01,2021-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7005,May,,107.428911764706000,X
KEN,2021-06-01,2021-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7006,June,,107.808669467787000,X
KEN,2021-07-01,2021-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7007,July,,108.144258823529000,X
KEN,2021-08-01,2021-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7008,August,,109.239438502674010,X
KEN,2021-09-01,2021-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7009,September,,110.151616176470990,X
KEN,2021-10-01,2021-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7010,October,,110.861890712074000,X
KEN,2021-11-01,2021-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7011,November,,111.917165775401000,X
KEN,2021-12-01,2021-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2021,2021,7012,December,,112.913333333333000,X
KEN,2022-01-01,2022-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7021,Annual value,,117.865989201683010,X
KEN,2022-01-01,2022-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7001,January,,113.380980392157000,X
KEN,2022-02-01,2022-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7002,February,,113.661735294118000,X
KEN,2022-03-01,2022-03-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7003,March,,114.315765664962000,X
KEN,2022-04-01,2022-04-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7004,April,,115.403386437909010,X
KEN,2022-05-01,2022-05-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7005,May,,116.284397058824000,X
KEN,2022-06-01,2022-06-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7006,June,,117.290280112045000,X
KEN,2022-07-01,2022-07-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7007,July,,118.322767058824000,X
KEN,2022-08-01,2022-08-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7008,August,,119.447192513369000,X
KEN,2022-09-01,2022-09-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7009,September,,120.420000000000000,X
KEN,2022-10-01,2022-10-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7010,October,,121.030712074303000,X
KEN,2022-11-01,2022-11-30,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7011,November,,121.900133689840000,X
KEN,2022-12-01,2022-12-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2022,2022,7012,December,,122.934520123838990,X
KEN,2023-01-01,2023-01-31,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2023,2023,7001,January,,123.925769747899000,X
KEN,2023-02-01,2023-02-28,114,'404,Kenya,LCU,Local currency units per USD,KES,Kenyan Shilling,2023,2023,7002,February,,125.446911764706000,X
KEN,1970-01-01,1970-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1970,1970,7021,Annual value,,7.142860006000000,X
KEN,1971-01-01,1971-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1971,1971,7021,Annual value,,7.142859998000000,X
KEN,1972-01-01,1972-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1972,1972,7021,Annual value,,7.142859999000000,X
KEN,1973-01-01,1973-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1973,1973,7021,Annual value,,7.020383688000000,X
KEN,1974-01-01,1974-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1974,1974,7021,Annual value,,7.134811101000000,X
KEN,1975-01-01,1975-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1975,1975,7021,Annual value,,7.343193332000000,X
KEN,1976-01-01,1976-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1976,1976,7021,Annual value,,8.367144999000001,X
KEN,1977-01-01,1977-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1977,1977,7021,Annual value,,8.276560831999999,X
KEN,1978-01-01,1978-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1978,1978,7021,Annual value,,7.729383332000000,X
KEN,1979-01-01,1979-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1979,1979,7021,Annual value,,7.475309166000000,X
KEN,1980-01-01,1980-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1980,1980,7021,Annual value,,7.420187499000000,X
KEN,1981-01-01,1981-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1981,1981,7021,Annual value,,9.047498333000000,X
KEN,1982-01-01,1982-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1982,1982,7021,Annual value,,10.922325000000001,X
KEN,1983-01-01,1983-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1983,1983,7021,Annual value,,13.311516670000000,X
KEN,1984-01-01,1984-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1984,1984,7021,Annual value,,14.413875000000001,X
KEN,1985-01-01,1985-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1985,1985,7021,Annual value,,16.432116669999999,X
KEN,1986-01-01,1986-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1986,1986,7021,Annual value,,16.225741670000001,X
KEN,1987-01-01,1987-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1987,1987,7021,Annual value,,16.454491669999999,X
KEN,1988-01-01,1988-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1988,1988,7021,Annual value,,17.747100000000000,X
KEN,1989-01-01,1989-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1989,1989,7021,Annual value,,20.572466670000001,X
KEN,1990-01-01,1990-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1990,1990,7021,Annual value,,22.914766669999999,X
KEN,1991-01-01,1991-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1991,1991,7021,Annual value,,27.507866669999999,X
KEN,1992-01-01,1992-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1992,1992,7021,Annual value,,32.216833330000000,X
KEN,1993-01-01,1993-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1993,1993,7021,Annual value,,58.001333330000001,X
KEN,1994-01-01,1994-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1994,1994,7021,Annual value,,56.050575000000002,X
KEN,1995-01-01,1995-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1995,1995,7021,Annual value,,51.429833330000001,X
KEN,1996-01-01,1996-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1996,1996,7021,Annual value,,57.114866669999998,X
KEN,1997-01-01,1997-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1997,1997,7021,Annual value,,58.731841670000001,X
KEN,1998-01-01,1998-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1998,1998,7021,Annual value,,60.366700000000002,X
KEN,1999-01-01,1999-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,1999,1999,7021,Annual value,,70.326216669999994,X
KEN,2000-01-01,2000-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2000,2000,7021,Annual value,,76.175541670000001,X
KEN,2001-01-01,2001-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2001,2001,7021,Annual value,,78.563194999999993,X
KEN,2002-01-01,2002-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2002,2002,7021,Annual value,,78.749141670000000,X
KEN,2003-01-01,2003-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2003,2003,7021,Annual value,,75.935569439999995,X
KEN,2004-01-01,2004-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2004,2004,7021,Annual value,,79.173876059999998,X
KEN,2005-01-01,2005-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2005,2005,7021,Annual value,,75.554109449999999,X
KEN,2006-01-01,2006-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2006,2006,7021,Annual value,,72.100835020000005,X
KEN,2007-01-01,2007-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2007,2007,7021,Annual value,,67.317638119999998,X
KEN,2008-01-01,2008-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2008,2008,7021,Annual value,,69.175319819999999,X
KEN,2009-01-01,2009-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2009,2009,7021,Annual value,,77.352012299999998,X
KEN,2010-01-01,2010-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2010,2010,7021,Annual value,,79.233151699999993,X
KEN,2011-01-01,2011-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2011,2011,7021,Annual value,,88.810769969999995,X
KEN,2012-01-01,2012-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2012,2012,7021,Annual value,,84.529601760000006,X
KEN,2013-01-01,2013-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2013,2013,7021,Annual value,,86.122878900000003,X
KEN,2014-01-01,2014-12-31,114,'404,Kenya,SLC,Standard local currency units per USD,KES,Kenyan Shilling,2014,2014,7021,Annual value,,87.922163810000001,X
